ID,ID2,Ccol,Cmer,TYPE,EVID,CMT,TIME,NOP,NOB,G10,NDV,DV,AMT,L2,REPL,BACT,BLOQ,DILcol,DILmer,STR
9,2,0,0,4,0,1,0,2,513,3,512984.0336,13.148,0,2,1,2,0,0,0,17
9,2,0,0,4,0,1,0,2,72,4,714972.958,13.48,0,2,2,2,0,0,0,17
9,2,0,0,4,0,1,0.5,2,79,3,78432.99717,11.27,0,1,1,2,0,0,0,17
9,2,0,0,4,0,1,0.5,2,8,4,75584.00759,11.233,0,1,2,2,0,0,0,17
9,2,0,0,4,0,1,1,2,688,3,687625.7494,13.441,0,2,1,2,0,0,0,17
9,2,0,0,4,0,1,1,2,118,4,1171739.553,13.974,0,2,2,2,0,0,0,17
9,2,0,0,4,0,1,2,3,414,4,4139145.817,15.236,0,1,1,2,0,0,0,17
9,2,0,0,4,0,1,2,3,20,5,1955194.041,14.486,0,1,2,2,0,0,0,17
9,2,0,0,4,0,1,4,3,78,5,7771703.974,15.866,0,2,1,2,0,0,0,17
9,2,0,0,4,0,1,4,3,10,6,9193433.158,16.034,0,2,2,2,0,0,0,17
9,2,0,0,4,0,1,4,3,1,7,8571900.26,15.964,0,2,3,2,0,0,0,17
9,2,0,0,4,0,1,6,3,595,5,59471038.26,17.901,0,1,1,2,0,0,0,17
9,2,0,0,4,0,1,6,3,52,6,51495243.39,17.757,0,1,2,2,0,0,0,17
9,2,0,0,4,0,1,6,3,3,7,20358315.29,16.829,0,1,3,2,0,0,0,17
9,2,0,0,4,0,1,8,3,4325,5,432459829.4,19.885,0,2,1,2,0,0,0,17
9,2,0,0,4,0,1,8,3,646,6,645799731.2,20.286,0,2,2,2,0,0,0,17
9,2,0,0,4,0,1,8,3,27,7,267064297,19.403,0,2,3,2,0,0,0,17
9,2,0,0,4,0,1,24,3,549,7,5483448345,22.425,0,1,1,2,0,0,0,17
9,2,0,0,4,0,1,24,3,19,8,1803508912,21.313,0,1,2,2,0,0,0,17
10,2,0.04162,0,2,1,1,0,0,1,0,1,0,350000,2,0,2,0,0,0,18
10,2,0.04162,0,2,0,1,0,2,94,3,93713.73103,11.448,0,2,1,2,0,0,0,18
10,2,0.04162,0,2,0,1,0,2,5,4,40659.99646,10.613,0,2,2,2,0,0,0,18
10,2,0.04162,0,2,0,1,0.5,2,258,3,257815.631,12.46,0,1,1,2,0,0,0,18
10,2,0.04162,0,2,0,1,0.5,2,20,4,194463.5459,12.178,0,1,2,2,0,0,0,18
10,2,0.04162,0,2,0,1,1,3,1173,3,1172911.879,13.975,0,2,1,2,0,0,0,18
10,2,0.04162,0,2,0,1,1,3,196,4,1957150.213,14.487,0,2,2,2,0,0,0,18
10,2,0.04162,0,2,0,1,2,3,1782,3,1781560.102,14.393,0,1,1,2,0,0,0,18
10,2,0.04162,0,2,0,1,2,3,95,4,948844.3031,13.763,0,1,2,2,0,0,0,18
10,2,0.04162,0,2,0,1,2,3,10,5,935653.0372,13.749,0,1,3,2,0,0,0,18
10,2,0.04162,0,2,0,1,4,3,173,4,1728907.043,14.363,0,2,1,2,0,0,0,18
10,2,0.04162,0,2,0,1,4,3,6,5,544160.7617,13.207,0,2,2,2,0,0,0,18
10,2,0.04162,0,2,0,1,4,3,1,6,691763.9059,13.447,0,2,3,2,0,0,0,18
10,2,0.04162,0,2,0,1,6,3,2217,4,22164445.3,16.914,0,1,1,2,0,0,0,18
10,2,0.04162,0,2,0,1,6,3,200,5,19915323.13,16.807,0,1,2,2,0,0,0,18
10,2,0.04162,0,2,0,1,6,3,11,6,10831834.55,16.198,0,1,3,2,0,0,0,18
10,2,0.04162,0,2,0,1,8,3,6,5,564671.8246,13.244,0,2,1,2,0,0,0,18
10,2,0.04162,0,2,0,1,8,3,1,6,417901.0663,12.943,0,2,2,2,0,0,0,18
10,2,0.04162,0,2,0,1,8,3,1,7,1613635.071,14.294,0,2,3,2,0,0,0,18
10,2,0.04162,0,2,0,1,24,1,3,7,22120160.71,16.912,0,1,1,2,0,0,0,18
11,2,0.1877,0,2,1,1,0,0,1,0,1,0,350000,2,0,2,0,0,0,19
11,2,0.1877,0,2,0,1,0,2,385,3,384615.7258,12.86,0,2,1,2,0,0,0,19
11,2,0.1877,0,2,0,1,0,2,33,4,329390.7451,12.705,0,2,2,2,0,0,0,19
11,2,0.1877,0,2,0,1,0.5,2,15,3,14521.70927,9.5834,0,1,1,2,0,0,0,19
11,2,0.1877,0,2,0,1,0.5,2,1,4,6573.488864,8.7908,0,1,2,2,0,0,0,19
11,2,0.1877,0,2,0,1,1,2,294,3,293901.5129,12.591,0,2,1,2,0,0,0,19
11,2,0.1877,0,2,0,1,1,2,29,4,287793.9351,12.57,0,2,2,2,0,0,0,19
11,2,0.1877,0,2,0,1,2,3,19,3,18421.98376,9.8213,0,1,1,2,0,0,0,19
11,2,0.1877,0,2,0,1,4,3,19,3,18905.34566,9.8472,0,2,1,2,0,0,0,19
11,2,0.1877,0,2,0,1,4,3,2,4,15841.68443,9.6704,0,2,2,2,0,0,0,19
11,2,0.1877,0,2,0,1,24,3,11,5,1018661.43,13.834,0,1,1,2,0,0,0,19
12,2,0.296,0,2,1,1,0,0,1,0,1,0,350000,2,0,2,0,0,0,20
12,2,0.296,0,2,0,1,0,2,294,3,293607.7583,12.59,0,2,1,2,0,0,0,20
12,2,0.296,0,2,0,1,0,2,32,4,315527.1465,12.662,0,2,2,2,0,0,0,20
12,2,0.296,0,2,0,1,0.5,2,251,3,250947.7427,12.433,0,1,1,2,0,0,0,20
12,2,0.296,0,2,0,1,0.5,2,18,4,171099.408,12.05,0,1,2,2,0,0,0,20
12,2,0.296,0,2,0,1,1,3,93,2,9246.496481,9.132,0,2,1,2,0,0,0,20
12,2,0.296,0,2,0,1,1,3,12,3,11778.13352,9.374,0,2,2,2,0,0,0,20
12,2,0.296,0,2,0,1,1,3,2,4,12785.92199,9.4561,0,2,3,2,0,0,0,20
12,2,0.296,0,2,0,1,2,3,90,3,89411.08976,11.401,0,1,1,2,0,0,0,20
12,2,0.296,0,2,0,1,4,3,5,3,4212.451242,8.3458,0,2,1,2,0,0,0,20
12,2,0.296,0,2,0,1,6,3,1,4,807.3844913,6.6938,0,1,1,2,0,0,0,20
12,2,0.296,0,2,0,1,24,3,1,5,4223.417866,8.3484,0,2,1,2,0,0,0,20
13,2,0.7753,0,2,1,1,0,0,1,0,1,0,350000,1,0,2,0,0,0,21
13,2,0.7753,0,2,0,1,0,2,2052,3,2051332.213,14.534,0,1,1,2,0,0,0,21
13,2,0.7753,0,2,0,1,0,2,275,4,2741456.756,14.824,0,1,2,2,0,0,0,21
13,2,0.7753,0,2,0,1,0.5,2,133,3,132853.1949,11.797,0,2,1,2,0,0,0,21
13,2,0.7753,0,2,0,1,0.5,2,8,4,72984.32711,11.198,0,2,2,2,0,0,0,21
13,2,0.7753,0,2,0,1,1,3,2,2,101.6362233,4.6214,0,1,1,2,0,0,0,21
13,2,0.7753,0,2,0,1,1,3,1,3,385.2914265,5.954,0,1,2,2,0,0,0,21
13,2,0.7753,0,2,0,1,1,3,1,4,246.2383576,5.5063,0,1,3,2,0,0,0,21
13,2,0.7753,0,2,0,1,2,4,50,1,497.8008015,6.2102,0,2,1,2,0,0,0,21
13,2,0.7753,0,2,0,1,2,4,2,2,193.6204888,5.2659,0,2,2,2,0,0,0,21
13,2,0.7753,0,2,0,1,2,4,1,3,443.7671554,6.0953,0,2,3,2,0,0,0,21
13,2,0.7753,0,2,0,1,4,4,5,1,48.90110532,3.8898,0,1,1,2,0,0,0,21
13,2,0.7753,0,2,0,1,4,4,1,2,71.20763174,4.2656,0,1,2,2,0,0,0,21
14,2,2.182,0,2,1,1,0,0,1,0,1,0,350000,2,0,2,0,0,0,22
14,2,2.182,0,2,0,1,0,2,322,3,321258.0586,12.68,0,2,1,2,0,0,0,22
14,2,2.182,0,2,0,1,0,2,29,4,281250.2159,12.547,0,2,2,2,0,0,0,22
14,2,2.182,0,2,0,1,0.5,3,41,2,4096.138583,8.3178,0,1,1,2,0,0,0,22
14,2,2.182,0,2,0,1,0.5,3,3,3,2313.461114,7.7465,0,1,2,2,0,0,0,22
14,2,2.182,0,2,0,1,0.5,3,1,4,1212.815748,7.1007,0,1,3,2,0,0,0,22
14,2,2.182,0,2,0,1,1,3,1,2,27.14519362,3.3012,0,2,1,2,0,0,0,22
14,2,2.182,0,2,0,1,1,3,1,3,75.24127876,4.3207,0,2,2,2,0,0,0,22
14,2,2.182,0,2,0,1,2,3,9,1,88.32295148,4.481,0,1,1,2,0,0,0,22
14,2,2.182,0,2,0,1,2,3,2,2,147.9981835,4.9972,0,1,2,2,0,0,0,22
14,2,2.182,0,2,0,1,4,4,1,1,2.375409871,0.86517,0,949,1,2,1,0,0,22
14,2,2.182,0,2,0,1,4,4,1,2,1.092579047,0.088541,0,150,2,2,1,0,0,22
14,2,2.182,0,2,0,1,4,4,1,3,0.723141763,-0.32415,0,938,3,2,1,0,0,22
14,2,2.182,0,2,0,1,6,4,1,1,1.352209607,0.30174,0,732,1,2,1,0,0,22
14,2,2.182,0,2,0,1,8,4,1,1,8.775818137,2.172,0,830,1,2,1,0,0,22
14,2,2.182,0,2,0,1,24,4,1,1,7.392751551,2.0005,0,930,1,2,1,0,0,22
15,2,4.305,0,2,1,1,0,0,1,0,1,0,350000,2,0,2,0,0,0,23
15,2,4.305,0,2,0,1,0,2,203,3,202399.7538,12.218,0,2,1,2,0,0,0,23
15,2,4.305,0,2,0,1,0,2,19,4,181861.375,12.111,0,2,2,2,0,0,0,23
15,2,4.305,0,2,0,1,0.5,3,1,2,54.79505759,4.0036,0,1,1,2,0,0,0,23
15,2,4.305,0,2,0,1,0.5,3,1,3,141.981959,4.9557,0,1,2,2,0,0,0,23
15,2,4.305,0,2,0,1,0.5,3,1,4,118.3326824,4.7735,0,1,3,2,0,0,0,23
15,2,4.305,0,2,0,1,1,3,1,2,54.20645515,3.9928,0,2,1,2,0,0,0,23
15,2,4.305,0,2,0,1,1,3,1,3,91.49643411,4.5163,0,2,2,2,0,0,0,23
15,2,4.305,0,2,0,1,2,3,2,1,13.13000409,2.5749,0,1,1,2,0,0,0,23
15,2,4.305,0,2,0,1,4,4,1,1,2.498498621,0.91569,0,475,1,2,1,0,0,23
15,2,4.305,0,2,0,1,6,4,2,1,13.63718155,2.6128,0,771,1,2,1,0,0,23
15,2,4.305,0,2,0,1,8,4,1,1,2.785423705,1.0244,0,57,1,2,1,0,0,23
15,2,4.305,0,2,0,1,24,4,1,1,1.177743124,0.1636,0,197,1,2,1,0,0,23
16,2,12.024,0,2,1,1,0,0,1,0,1,0,350000,2,0,2,0,0,0,24
16,2,12.024,0,2,0,1,0,2,249,3,248948.1697,12.425,0,2,1,2,0,0,0,24
16,2,12.024,0,2,0,1,0,2,32,4,316475.1492,12.665,0,2,2,2,0,0,0,24
16,2,12.024,0,2,0,1,0.5,3,4,2,320.3775038,5.7695,0,1,1,2,0,0,0,24
16,2,12.024,0,2,0,1,0.5,3,1,3,292.3933544,5.6781,0,1,2,2,0,0,0,24
16,2,12.024,0,2,0,1,0.5,3,1,4,529.5353903,6.272,0,1,3,2,0,0,0,24
16,2,12.024,0,2,0,1,1,3,1,2,9.463099764,2.2474,0,2,1,2,0,0,0,24
16,2,12.024,0,2,0,1,2,3,1,1,7.107851371,1.9612,0,598,1,2,1,0,0,24
16,2,12.024,0,2,0,1,4,3,1,1,2.250629602,0.81121,0,819,1,2,1,0,0,24
16,2,12.024,0,2,0,1,6,3,1,1,1.598043391,0.46878,0,368,1,2,1,0,0,24
16,2,12.024,0,2,0,1,8,3,1,1,1.308000977,0.2685,0,898,1,2,1,0,0,24
16,2,12.024,0,2,0,1,24,4,3,1,22.040904,3.0929,0,831,1,2,1,0,0,24
17,3,0,0,4,1,1,0,0,1,0,1,0,226230,2,0,1,0,0,0,25
17,3,0,0,4,0,1,0,3,17,3,16936.05398,9.7372,0,2,1,1,0,0,0,25
17,3,0,0,4,0,1,0,3,2,4,19830.9673,9.895,0,2,2,1,0,0,0,25
17,3,0,0,4,0,1,0.5,3,181,3,180773.4737,12.105,0,1,1,1,0,0,0,25
17,3,0,0,4,0,1,0.5,3,31,4,308661.3499,12.64,0,1,2,1,0,0,0,25
17,3,0,0,4,0,1,0.5,3,3,5,207938.9903,12.245,0,1,3,1,0,0,0,25
17,3,0,0,4,0,1,1,3,88,3,87903.94823,11.384,0,2,1,1,0,0,0,25
17,3,0,0,4,0,1,1,3,9,4,87378.10366,11.378,0,2,2,1,0,0,0,25
17,3,0,0,4,0,1,1,3,1,5,83366.34752,11.331,0,2,3,1,0,0,0,25
17,3,0,0,4,0,1,2,3,766,3,765282.2508,13.548,0,1,1,1,0,0,0,25
17,3,0,0,4,0,1,2,3,85,4,849157.5336,13.652,0,1,2,1,0,0,0,25
17,3,0,0,4,0,1,2,3,19,5,1865425.994,14.439,0,1,3,1,0,0,0,25
17,3,0,0,4,0,1,3,2,201,4,2006695.706,14.512,0,2,1,1,0,0,0,25
17,3,0,0,4,0,1,3,2,20,5,1966960.469,14.492,0,2,2,1,0,0,0,25
17,3,0,0,4,0,1,4,3,9,5,869783.84,13.676,0,1,1,1,0,0,0,25
17,3,0,0,4,0,1,4,3,2,6,1368191.017,14.129,0,1,2,1,0,0,0,25
17,3,0,0,4,0,1,4,3,1,7,785440.5111,13.574,0,1,3,1,0,0,0,25
17,3,0,0,4,0,1,6,3,66,5,6543612.886,15.694,0,2,1,1,0,0,0,25
17,3,0,0,4,0,1,6,3,19,6,18402553.68,16.728,0,2,2,1,0,0,0,25
17,3,0,0,4,0,1,6,3,2,7,13936195.41,16.45,0,2,3,1,0,0,0,25
17,3,0,0,4,0,1,8,3,242,5,24179119.79,17.001,0,1,1,1,0,0,0,25
17,3,0,0,4,0,1,8,3,26,6,25317337.61,17.047,0,1,2,1,0,0,0,25
17,3,0,0,4,0,1,8,3,2,7,12685878.45,16.356,0,1,3,1,0,0,0,25
17,3,0,0,4,0,1,24,2,45,7,442521673.1,19.908,0,2,1,1,0,0,0,25
